perturbation_percentage,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15,classifier
0,1940,0,0,0,0,0,0,0,0,19,0,0,0,0,0,41,0,1980,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,1960,0,0,0,15,0,1,3,0,13,0,0,0,8,0,0,0,1982,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1947,0,0,0,0,7,35,0,0,0,0,11,0,0,0,0,0,1971,0,0,0,5,0,0,0,0,0,24,0,0,0,0,10,0,1880,0,0,13,17,61,0,0,0,19,0,0,0,0,0,0,0,1992,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1960,8,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,1951,0,0,0,0,0,48,0,0,0,0,18,0,0,0,0,2,1976,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1981,0,0,0,15,0,0,0,0,0,0,0,0,0,17,0,0,1949,0,0,34,0,0,0,0,1,0,0,0,0,3,0,15,5,1939,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1978,15,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1962,ACM_SVM
5,1931,2,0,2,0,0,4,0,0,30,0,0,0,2,3,26,0,1973,0,17,0,0,0,0,0,8,0,0,0,0,0,2,0,0,1955,0,16,0,3,0,13,6,0,2,0,0,0,5,0,16,0,1968,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,1,1960,0,0,0,0,12,22,0,0,0,0,5,0,0,0,0,0,1970,0,0,0,14,0,0,1,0,0,15,0,0,0,2,165,0,1805,0,0,15,0,0,0,0,0,13,0,0,0,25,0,0,0,1961,0,13,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1959,16,0,0,0,0,0,22,0,4,0,1,0,0,0,0,0,1939,0,0,17,0,0,39,0,0,0,0,21,0,0,0,0,6,1971,0,1,0,0,1,0,0,0,0,71,0,0,0,0,16,0,1907,0,0,0,6,0,1,0,1,0,0,0,0,0,30,0,0,1952,0,0,16,0,1,0,0,21,0,0,0,0,23,0,1,8,1933,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1980,11,0,2,1,5,0,0,0,0,0,45,0,0,0,0,0,1947,ACM_SVM
10,1859,5,0,4,0,0,16,0,0,26,0,0,1,8,57,24,0,1961,0,31,0,0,0,0,0,5,0,0,1,0,0,2,0,2,1949,0,28,0,0,0,13,6,0,0,0,0,0,2,0,44,0,1942,0,0,0,0,0,6,0,0,1,0,0,7,0,2,0,2,1955,0,0,0,0,9,27,0,0,0,0,5,0,2,1,0,0,1967,0,0,0,17,0,0,6,0,0,7,0,3,8,2,201,0,1761,0,0,16,0,0,0,0,0,9,0,1,0,38,0,0,0,1939,0,21,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1959,19,0,0,1,0,0,18,0,7,0,4,0,2,0,0,0,1929,0,0,28,0,0,30,0,0,0,0,116,0,0,0,1,5,1876,0,1,0,0,1,0,0,0,0,194,0,0,0,0,14,0,1786,0,0,0,6,0,7,0,2,0,16,0,0,0,32,0,0,1932,0,0,11,0,2,0,0,58,0,0,0,0,18,0,0,12,1897,0,13,67,0,0,0,0,0,0,0,0,11,0,0,1,65,1846,10,0,9,6,8,84,0,0,0,0,45,0,2,2,0,0,1844,ACM_SVM
15,1707,4,0,13,0,0,56,0,0,19,0,0,6,16,161,18,0,1947,0,48,0,0,0,0,0,4,0,0,0,0,0,1,0,2,1945,0,33,0,0,0,13,4,0,0,1,0,0,2,0,56,0,1934,0,0,0,0,0,4,0,0,2,0,0,4,0,2,1,3,1957,0,0,0,0,5,25,0,3,0,0,4,0,1,2,3,0,1928,0,0,0,18,0,0,46,0,0,2,0,3,51,7,195,0,1724,0,0,14,0,0,2,0,0,4,0,12,0,59,0,0,0,1902,0,22,0,0,5,0,0,0,0,0,6,5,0,0,0,0,1955,17,0,0,7,0,0,10,0,8,0,11,0,13,0,0,0,1905,0,0,46,0,0,17,0,0,0,0,300,0,0,0,1,5,1692,0,2,0,0,0,0,0,0,1,278,0,0,0,0,9,0,1708,1,0,0,3,0,2,0,6,0,90,0,0,0,53,0,0,1844,0,0,5,0,2,0,4,132,0,0,0,0,14,0,0,14,1828,0,6,127,0,0,4,0,0,1,3,0,9,0,0,3,99,1749,5,0,4,18,19,169,0,0,0,1,52,0,4,10,0,0,1723,ACM_SVM
20,1596,7,0,21,0,0,106,0,0,20,0,0,9,20,218,3,0,1930,0,68,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1938,0,37,0,0,0,15,6,0,0,2,0,0,0,0,72,0,1920,0,0,0,0,0,3,0,0,3,0,0,2,0,4,0,5,1965,0,0,0,0,6,19,0,1,0,0,0,0,1,1,4,0,1840,0,0,0,43,0,0,111,0,0,0,0,4,205,8,195,0,1571,0,0,11,0,0,5,0,0,1,0,35,0,93,0,0,0,1841,0,27,1,0,3,0,0,0,0,1,22,12,0,0,0,0,1941,8,0,0,11,0,0,5,0,10,0,18,0,38,0,1,0,1827,0,0,103,0,0,3,0,0,0,0,329,0,0,0,0,5,1663,0,2,1,0,0,0,0,0,5,374,0,0,0,0,6,0,1614,1,0,0,0,0,6,0,9,0,154,0,0,0,95,0,0,1735,0,0,1,0,4,0,4,315,0,0,0,0,14,0,0,21,1642,0,0,156,0,0,6,0,0,1,7,0,8,0,0,5,122,1694,1,0,9,43,34,216,0,0,0,1,44,0,13,14,0,0,1626,ACM_SVM
25,1483,10,0,22,0,0,162,0,0,12,0,0,11,19,276,5,0,1896,0,102,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1927,0,39,0,0,0,24,6,0,0,2,0,0,0,0,101,0,1894,0,0,0,0,0,2,0,0,2,0,0,1,0,4,0,4,1967,0,0,0,0,5,15,0,3,0,0,2,0,1,5,7,0,1714,0,0,0,128,0,0,145,0,0,0,0,4,358,8,195,0,1413,0,1,7,0,0,8,4,0,2,0,80,0,160,0,0,0,1724,0,33,0,0,3,0,0,0,0,3,147,13,0,0,0,0,1815,6,0,0,12,0,0,4,0,16,0,28,0,61,0,2,0,1728,0,0,159,0,0,6,0,0,1,0,444,0,0,0,0,4,1548,0,1,1,0,1,0,0,0,5,574,0,0,0,0,3,0,1416,1,0,0,1,0,5,0,11,0,186,0,0,0,134,0,0,1662,0,0,2,0,5,1,5,473,0,0,0,0,9,0,0,22,1483,0,2,190,0,0,10,0,0,3,7,0,2,0,0,7,145,1635,1,0,11,82,41,231,0,1,0,1,28,0,82,21,0,0,1502,ACM_SVM
30,1368,13,0,29,0,0,196,0,0,7,0,0,9,23,353,2,0,1831,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1867,0,39,0,0,0,85,6,0,0,0,0,0,0,0,210,0,1785,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,8,1969,0,0,0,0,2,11,1,3,0,0,2,0,2,7,8,1,1614,0,0,0,198,0,0,170,0,0,0,0,6,384,11,196,0,1366,0,1,2,0,0,9,23,0,2,0,129,0,225,0,0,0,1599,0,44,0,0,3,0,0,0,0,5,417,18,0,0,0,0,1544,2,0,0,11,0,0,3,0,31,0,46,0,108,0,2,0,1586,0,0,226,0,0,1,0,0,0,1,628,0,0,0,0,4,1364,0,2,1,0,0,0,0,0,6,678,0,0,0,1,2,0,1309,2,0,0,2,0,5,0,18,0,240,0,0,0,176,0,0,1559,0,0,2,0,5,1,6,629,0,0,0,0,9,0,0,21,1326,0,3,285,0,0,11,0,0,3,10,0,1,0,0,7,188,1494,1,0,13,130,48,232,0,1,0,1,21,0,249,20,0,0,1285,ACM_SVM
35,1255,13,0,36,0,0,231,0,0,4,0,0,7,29,425,0,0,1731,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1605,4,56,0,0,0,331,1,0,0,0,0,0,0,0,424,0,1571,0,0,0,0,0,2,0,0,2,0,0,1,0,5,0,9,1915,0,0,0,0,1,63,3,3,0,0,1,0,3,6,8,1,1470,0,0,0,300,0,0,212,0,0,0,0,6,391,13,197,0,1304,0,2,6,0,0,6,75,0,0,0,206,0,303,0,0,0,1431,0,57,0,0,3,0,0,0,0,4,632,22,0,0,0,0,1330,1,0,0,9,0,0,2,0,43,0,58,0,164,0,2,0,1435,0,0,297,0,0,1,0,0,0,2,776,0,0,0,0,2,1215,0,2,1,0,2,0,0,1,6,769,0,0,0,2,4,0,1214,3,1,0,0,0,7,0,22,0,273,0,0,0,243,0,0,1454,0,0,1,0,5,0,8,778,0,1,0,0,8,0,2,19,1178,0,1,397,1,0,11,0,0,6,14,0,1,0,0,6,242,1321,1,0,18,209,55,226,0,0,0,2,10,0,323,20,0,2,1135,ACM_SVM
40,1139,13,0,37,0,0,265,0,0,5,0,0,4,29,507,1,0,1489,0,510,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1315,4,80,0,0,0,596,0,0,0,1,0,0,2,0,658,0,1339,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,10,1710,0,0,0,0,1,255,16,2,0,0,1,0,2,7,15,1,1326,0,0,0,396,0,0,251,0,0,2,0,6,399,15,198,0,1205,0,4,2,0,0,3,164,0,4,0,296,0,347,0,0,0,1285,0,67,0,0,5,0,0,0,0,9,742,23,0,0,0,0,1221,0,0,0,4,0,0,1,0,43,0,78,0,215,0,11,0,1281,0,0,371,0,0,1,0,0,2,0,807,0,0,0,0,2,1183,0,3,1,0,2,0,2,0,7,878,0,0,0,4,0,0,1105,2,2,0,0,0,5,0,28,0,302,0,0,0,346,0,0,1317,0,0,2,0,3,2,12,934,0,1,0,1,5,0,7,13,1019,0,3,470,2,0,14,0,0,6,23,0,1,0,0,3,281,1200,0,0,22,284,68,213,0,0,0,3,3,0,348,14,0,0,1045,ACM_SVM
45,1031,12,0,46,0,0,314,0,0,0,0,0,1,30,565,1,0,1079,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1122,2,88,0,0,0,785,0,0,0,0,0,0,2,0,907,0,1091,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,8,1572,0,0,0,1,0,330,81,2,0,0,0,0,2,9,17,1,1166,0,0,0,505,0,1,297,0,0,2,0,6,411,21,201,0,1167,0,5,0,0,0,2,183,0,4,0,399,0,383,0,0,0,1139,0,74,0,0,5,0,0,0,0,6,829,25,0,0,0,0,1135,0,0,0,4,0,0,1,0,59,0,110,0,254,0,14,0,1121,0,0,441,0,0,1,0,0,0,4,911,0,0,0,0,0,1080,2,0,1,0,2,0,3,0,2,961,0,0,0,4,0,4,1022,2,2,0,0,0,7,0,35,0,332,0,4,0,472,0,0,1149,0,0,1,0,8,2,13,1042,0,0,0,1,2,0,9,12,911,0,0,528,4,0,15,0,0,7,29,0,0,0,0,1,299,1117,0,0,23,359,79,200,0,0,0,3,0,0,340,6,0,0,990,ACM_SVM
50,953,16,0,42,0,0,349,0,0,0,0,0,2,31,607,0,0,655,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1008,0,88,0,0,0,897,0,0,2,1,0,0,0,0,1205,0,794,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,4,1561,0,0,0,0,0,251,173,2,0,0,0,0,9,12,14,1,1051,0,0,0,572,0,3,338,0,0,0,0,14,445,13,201,0,1106,0,5,0,0,0,1,212,0,3,0,473,0,401,0,0,0,1041,0,79,0,0,6,0,0,0,0,9,923,24,0,0,0,0,1041,0,0,0,3,0,0,0,0,83,0,137,0,251,0,23,0,1007,0,0,499,0,0,0,0,1,4,4,959,0,0,0,0,0,1030,1,1,0,0,0,0,3,0,3,1063,0,0,0,4,0,12,914,0,1,0,0,0,12,0,37,0,354,0,6,0,611,0,0,980,0,0,0,0,7,1,14,1118,0,0,0,1,1,0,11,9,838,0,0,627,2,0,17,0,0,8,33,0,0,0,0,2,308,1003,0,0,30,411,69,196,0,4,0,1,0,0,324,6,0,0,959,ACM_SVM
55,831,17,0,41,0,0,391,0,0,0,0,0,2,34,684,0,0,409,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,5,953,1,87,0,0,0,954,0,0,0,0,0,0,0,0,1420,0,579,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,8,1580,0,0,0,0,0,168,235,0,0,0,0,0,9,12,17,2,949,0,0,0,644,0,2,365,0,0,0,0,13,503,16,198,0,1004,0,4,0,0,0,0,244,0,18,0,526,0,441,0,0,0,940,0,86,0,0,7,0,0,0,0,9,1033,27,0,0,0,0,931,0,0,0,0,0,0,0,0,109,0,186,0,258,0,30,0,888,0,0,529,0,0,0,0,0,2,6,960,0,0,0,0,0,1028,2,0,2,0,0,0,3,0,7,1122,0,0,0,3,0,18,844,0,3,0,0,0,12,0,42,0,388,1,8,0,742,0,1,806,0,0,0,0,7,2,21,1183,0,0,0,0,0,0,17,4,766,0,0,734,3,0,16,0,0,9,39,0,0,0,0,2,317,880,0,0,37,433,71,192,0,44,0,1,0,0,321,1,0,0,900,ACM_SVM
60,726,20,0,37,0,0,427,0,0,0,0,0,2,36,752,0,0,327,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,4,899,1,67,0,0,0,1029,0,0,0,0,0,0,0,0,1560,0,439,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,6,1548,0,0,0,0,0,138,293,0,0,0,0,0,10,20,15,3,819,0,0,0,719,1,2,410,1,0,0,0,14,588,13,198,0,861,0,2,0,0,0,0,293,1,30,0,588,0,457,0,0,0,848,0,99,0,0,8,0,0,0,0,13,1155,22,0,0,0,0,808,0,0,0,0,0,2,0,0,160,0,217,0,264,0,38,0,764,0,0,557,0,0,0,0,2,2,3,965,0,0,0,0,0,1022,4,0,2,0,0,0,3,0,8,1192,0,0,0,3,0,21,769,0,4,0,0,0,14,0,46,0,412,0,14,0,869,3,0,642,0,0,0,0,8,3,18,1251,0,5,0,0,0,0,18,3,694,0,0,820,4,0,15,0,0,10,50,0,0,0,0,3,334,764,0,0,41,460,63,190,0,99,0,1,0,0,318,5,0,1,822,ACM_SVM
65,626,14,0,44,0,0,455,0,0,0,0,0,2,38,821,0,0,252,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,3,743,1,72,0,0,0,1180,0,0,0,1,0,0,0,0,1639,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,5,1416,2,1,0,0,0,152,370,0,0,0,0,0,7,27,21,3,669,0,0,0,811,1,2,459,0,0,0,0,12,673,15,199,0,732,0,2,0,0,0,0,304,0,63,0,652,0,489,0,0,0,741,0,110,0,0,8,0,0,0,0,10,1401,26,0,0,0,0,563,0,0,0,0,0,0,0,0,199,0,255,0,275,0,39,0,669,0,0,563,0,0,0,0,2,4,4,1005,0,0,0,0,0,973,10,0,2,0,0,0,4,0,9,1264,0,1,0,3,0,37,681,0,1,0,0,0,14,0,51,0,422,0,20,0,930,8,0,555,0,0,0,0,10,0,21,1302,0,12,0,0,1,0,24,0,630,0,0,912,3,0,16,0,0,10,69,0,0,0,0,3,336,651,0,0,38,493,71,191,0,179,0,1,0,0,317,4,0,0,706,ACM_SVM
70,501,18,0,39,0,0,504,0,0,0,0,0,3,42,893,0,0,171,0,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,3,346,2,73,0,0,0,1575,0,0,0,1,0,0,0,0,1688,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,10,72,5,1222,4,0,0,0,0,209,478,0,0,0,0,0,10,40,18,6,535,0,0,0,898,2,1,490,0,0,0,0,14,763,13,200,0,580,0,1,0,0,0,0,328,0,101,0,723,0,521,0,0,0,624,0,118,0,0,14,0,0,0,0,11,1751,25,0,0,0,0,213,0,0,0,0,0,0,0,0,232,0,293,0,283,0,46,0,582,0,0,564,0,0,0,0,1,5,2,1190,0,1,0,0,0,768,32,0,1,0,0,0,3,1,9,1324,0,3,0,3,0,65,590,0,2,0,0,0,15,0,67,0,433,0,21,0,957,9,0,498,0,0,0,0,7,2,21,1399,0,18,0,0,1,0,29,1,522,0,0,981,3,0,16,0,0,11,89,0,0,0,0,4,354,542,0,0,44,505,67,193,0,266,0,1,0,0,327,6,0,0,591,ACM_SVM
75,419,15,0,44,0,0,536,0,0,0,0,0,1,53,932,0,0,105,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,2,70,0,0,0,1812,0,0,0,1,0,0,0,0,1706,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,7,1036,4,0,0,0,0,275,581,0,10,0,0,0,9,49,20,9,416,0,0,0,959,2,2,534,0,0,0,0,9,815,17,197,0,486,0,0,0,0,0,0,357,0,119,0,768,0,537,0,0,0,547,0,126,1,0,21,0,0,0,0,9,1875,26,0,0,0,0,90,0,0,0,0,0,0,0,0,299,0,318,0,289,0,47,0,488,0,0,559,0,0,0,0,2,2,0,1350,1,2,0,0,0,589,52,0,2,0,0,0,3,0,13,1364,0,1,0,2,0,121,495,0,1,0,0,0,14,0,84,0,438,1,22,0,989,10,0,442,0,0,0,0,8,2,22,1531,0,22,0,0,1,0,37,1,376,0,0,1047,2,0,18,0,0,12,101,0,0,0,0,4,372,441,3,0,38,532,77,196,0,352,0,1,0,0,324,3,0,0,477,ACM_SVM
80,329,16,0,44,0,0,592,0,0,0,0,0,0,53,966,0,0,57,0,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,5,77,0,0,0,1833,0,0,0,0,0,0,0,0,1737,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,9,849,3,0,0,0,0,299,727,0,21,0,0,0,6,58,24,11,305,0,0,1,1024,4,2,565,0,0,0,0,6,845,19,197,0,431,0,0,0,0,0,0,361,0,141,0,818,0,553,0,0,0,473,0,128,1,0,27,0,0,0,0,6,1903,26,0,0,3,0,62,0,0,0,0,0,0,0,0,357,0,353,0,305,1,47,0,387,0,0,550,0,0,0,0,2,2,1,1473,2,1,0,0,0,444,73,0,2,0,0,0,2,0,13,1416,0,1,0,2,0,186,378,0,2,0,0,0,16,0,108,0,440,0,28,0,1020,11,0,377,0,0,0,0,6,2,24,1719,0,38,0,0,1,0,42,1,167,0,0,1133,4,0,18,0,0,12,119,0,0,0,0,4,379,327,4,0,38,598,79,191,0,404,0,1,0,0,317,2,0,0,370,ACM_SVM
85,219,12,1,45,0,0,654,0,0,0,0,0,2,58,1009,0,0,21,0,1978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,4,82,0,0,0,1841,0,0,1,0,2,0,0,0,1786,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,12,638,8,0,0,0,0,327,856,0,49,0,0,0,5,76,19,18,192,1,0,1,1073,4,6,605,0,0,0,0,7,876,19,197,0,356,0,0,0,0,0,0,374,0,171,0,932,0,634,0,0,0,261,0,135,1,0,37,0,0,0,0,6,1923,26,0,0,1,0,44,0,0,0,0,0,0,0,0,428,0,408,0,309,0,48,0,256,0,0,551,0,0,0,0,2,3,2,1542,2,0,0,0,0,328,119,1,1,0,0,0,2,1,10,1453,0,3,0,2,0,254,273,0,2,0,0,0,15,0,146,0,441,0,31,0,1058,12,0,297,0,0,0,0,6,5,25,1801,0,55,0,0,1,0,57,1,49,0,0,1199,3,0,19,0,0,12,136,0,0,0,0,7,385,235,4,0,33,642,79,192,0,445,0,1,0,0,323,5,3,0,277,ACM_SVM
90,78,13,2,43,0,0,709,0,0,0,0,0,1,55,1099,0,0,5,0,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,3,67,0,0,0,1859,0,0,1,0,3,0,0,0,1852,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,4,116,10,520,10,0,0,0,0,330,942,0,68,0,0,0,4,114,16,21,101,4,0,2,1117,4,5,612,0,0,0,0,7,921,18,199,0,253,0,0,0,0,0,0,412,0,190,0,1071,0,684,0,0,0,38,0,165,1,0,41,0,0,0,0,8,1932,26,0,0,0,0,34,0,0,0,0,0,0,0,0,494,1,493,0,316,0,54,0,90,0,0,552,0,0,0,0,0,4,2,1694,4,0,0,0,0,131,162,2,1,0,0,0,1,2,8,1504,0,8,0,2,0,325,148,0,2,0,0,0,6,1,188,0,441,2,48,0,1098,12,1,203,0,0,0,0,3,7,23,1811,0,67,0,0,2,0,70,1,16,0,0,1260,2,1,20,0,0,18,163,0,0,0,0,8,389,135,4,0,37,724,76,190,0,491,0,1,0,0,307,4,5,0,165,ACM_SVM
95,5,8,2,48,0,0,733,0,0,0,0,0,1,56,1147,0,0,1,0,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,4,67,0,0,0,1880,0,0,1,0,0,0,0,0,1953,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,5,127,11,386,9,2,0,1,0,320,1020,0,119,0,0,0,2,143,17,31,25,3,0,6,1136,5,11,621,0,0,0,0,5,996,19,201,0,40,0,0,0,0,0,0,501,0,238,0,1051,0,721,0,0,0,2,0,181,1,0,44,0,0,0,0,7,1949,23,0,0,0,0,21,0,0,0,0,0,0,0,0,544,2,526,0,309,1,57,0,8,0,0,553,0,0,0,0,0,4,1,1732,3,0,0,0,0,29,228,3,0,0,0,0,0,5,16,1532,0,4,0,1,0,351,85,0,6,0,0,0,6,1,234,1,421,1,89,0,1151,12,0,84,0,0,0,0,3,7,23,1806,0,72,0,0,0,0,86,0,3,0,0,1289,1,1,20,0,0,21,186,0,0,0,0,12,404,61,5,0,35,805,76,196,0,539,0,1,0,0,311,3,7,0,27,ACM_SVM
100,0,6,3,49,0,0,739,0,0,0,0,0,0,61,1142,0,0,1,0,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,4,58,0,0,0,1910,0,0,0,0,3,0,0,0,1983,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141,11,294,12,0,0,2,0,361,1046,0,131,0,0,0,4,150,14,26,0,3,0,4,1121,9,13,656,0,0,0,0,4,1031,16,201,0,4,0,0,0,0,0,0,514,0,230,0,1080,0,709,0,0,0,0,0,162,0,0,49,0,0,0,0,1,1975,21,0,0,1,0,0,0,0,0,0,2,0,0,0,536,6,541,0,302,4,60,0,0,0,0,550,1,0,0,0,0,7,1,1701,3,2,0,0,0,15,269,2,0,0,0,0,1,15,17,1544,0,4,0,3,0,368,16,1,29,0,2,0,5,5,281,0,421,2,107,0,1164,12,2,0,1,0,0,0,0,18,21,1782,0,84,0,0,0,0,95,0,0,0,0,1313,3,2,21,0,0,33,193,0,0,0,0,16,414,0,5,0,25,840,74,188,0,557,0,0,0,0,308,0,8,0,0,ACM_SVM
